,home_team,away_team,rank,standings_gap,date_night,attendance,cLI,orig_scheduled,date
3735,PIT,ATL,5,-10.0,D,27767,0.24,,2025-05-10
3736,PIT,ATL,5,-9.0,D,17845,0.21,,2025-05-11
3743,PIT,CIN,5,-13.0,N,10842,0.1,,2025-05-19
3744,PIT,CIN,5,-13.0,N,10071,0.08,,2025-05-20
3745,PIT,CIN,5,-13.0,D,17308,0.1,,2025-05-21
3746,PIT,MIL,5,-13.5,N,10114,0.12,,2025-05-22
3747,PIT,MIL,5,-13.5,N,24646,0.1,,2025-05-23
3748,PIT,MIL,5,-12.5,D,24651,0.11,,2025-05-24
3749,PIT,MIL,5,-13.5,D,18920,0.1,,2025-05-25
3757,PIT,HOU,5,-16.5,N,15891,0.08,,2025-06-03
3758,PIT,HOU,5,-15.5,N,12359,0.07,,2025-06-04
3759,PIT,HOU,5,-16.5,N,13775,0.08,,2025-06-05
3760,PIT,PHI,5,-15.5,N,23243,0.06,,2025-06-06
3761,PIT,PHI,5,-15.5,D,32951,0.08,,2025-06-07
3762,PIT,PHI,5,-14.5,D,25261,0.09,,2025-06-08
3763,PIT,MIA,5,-13.5,N,9283,0.1,,2025-06-09
3764,PIT,MIA,5,-14.5,N,14465,0.11,,2025-06-10
3765,PIT,MIA,5,-13.5,D,16709,0.09,,2025-06-11
3773,PIT,TEX,5,-16.0,N,31327,0.04,,2025-06-20
3774,PIT,TEX,5,-17.0,D,23819,0.04,,2025-06-21
3775,PIT,TEX,5,-16.0,D,20341,0.02,,2025-06-22
3779,PIT,NYM,5,-15.5,N,29055,0.03,,2025-06-27
3780,PIT,NYM,5,-15.5,D,30649,0.02,,2025-06-28
3781,PIT,NYM,5,-14.5,D,24898,0.03,,2025-06-29
3782,PIT,STL,5,-14.0,N,12387,0.05,,2025-06-30
3784,PIT,STL,5,-14.0,N,19631,0.07,,2025-07-01
3785,PIT,STL,5,-14.0,D,15979,0.06,,2025-07-02
3795,PIT,CHW,5,-19.5,N,28899,0.01,,2025-07-18
3796,PIT,CHW,5,-20.5,N,38041,0.0,,2025-07-19
3797,PIT,CHW,5,-20.5,D,19631,0.0,,2025-07-20
3798,PIT,DET,5,-20.5,N,19379,0.0,,2025-07-21
3799,PIT,DET,5,-19.5,N,17257,0.0,,2025-07-22
3800,PIT,DET,5,-19.5,D,17248,0.01,,2025-07-23
3801,PIT,ARI,5,-19.5,N,21296,0.01,,2025-07-25
3802,PIT,ARI,5,-18.5,N,27425,0.0,,2025-07-26
3803,PIT,ARI,5,-18.5,D,20779,0.0,,2025-07-27
3811,PIT,SFG,5,-19.5,N,13921,0.01,,2025-08-04
3812,PIT,SFG,5,-20.5,N,18421,0.01,,2025-08-05
3813,PIT,SFG,5,-21.5,D,14005,0.01,,2025-08-06
3814,PIT,CIN,5,-21.0,N,20339,0.0,,2025-08-07
3815,PIT,CIN,5,-21.0,N,22092,0.01,,2025-08-08
3816,PIT,CIN,5,-22.0,N,30274,0.0,,2025-08-09
3817,PIT,CIN,5,-23.0,D,21239,0.01,,2025-08-10
3824,PIT,TOR,5,-27.0,N,17477,0.0,,2025-08-18
3825,PIT,TOR,5,-26.5,N,14282,0.0,,2025-08-19
3826,PIT,TOR,5,-25.5,D,14019,0.0,,2025-08-20
3827,PIT,COL,5,-26.0,N,22886,0.0,,2025-08-22
3828,PIT,COL,5,-25.0,N,22588,0.0,,2025-08-23
3829,PIT,COL,5,-24.0,D,20300,0.0,,2025-08-24
3838,PIT,LAD,5,-23.0,N,14330,0.0,,2025-09-02
3839,PIT,LAD,5,-23.0,N,16473,0.0,,2025-09-03
3840,PIT,LAD,5,-22.0,N,20563,0.0,,2025-09-04
3841,PIT,MIL,5,-23.0,N,14122,0.0,,2025-09-05
3842,PIT,MIL,5,-24.0,N,17975,0.0,,2025-09-06
3843,PIT,MIL,5,-25.0,D,12443,0.0,,2025-09-07
3850,PIT,CHC,5,-26.5,N,15706,0.0,,2025-09-15
3851,PIT,CHC,5,-27.5,N,14714,0.0,,2025-09-16
3852,PIT,CHC,5,-28.5,D,13488,0.0,,2025-09-17
3853,PIT,ATH,5,-29.0,N,20584,0.0,,2025-09-19
3854,PIT,ATH,5,-29.0,N,18209,0.0,,2025-09-20
3855,PIT,ATH,5,-28.0,D,16107,0.0,,2025-09-21
3862,SDP,ATL,2,-1.0,D,45568,0.92,,2025-03-27
3863,SDP,ATL,2,-1.0,N,41058,0.97,,2025-03-28
3864,SDP,ATL,2,-1.0,D,40587,0.97,,2025-03-29
3865,SDP,ATL,2,-0.5,D,41269,1.01,,2025-03-30
3866,SDP,CLE,2,-0.5,N,43404,0.99,,2025-03-31
3868,SDP,CLE,2,-0.5,N,37120,1.03,,2025-04-01
3869,SDP,CLE,2,-0.5,D,35858,1.03,,2025-04-02
3876,SDP,COL,1,0.5,N,44089,1.14,,2025-04-11
3877,SDP,COL,1,1.5,N,44066,1.1,,2025-04-12
3878,SDP,COL,1,1.5,D,42706,1.17,,2025-04-13
3879,SDP,CHC,1,1.5,N,47078,1.16,,2025-04-14
3880,SDP,CHC,1,1.5,N,42492,1.19,,2025-04-15
3881,SDP,CHC,1,1.5,D,41562,1.18,,2025-04-16
3888,SDP,TBR,1,0.5,N,43319,1.1,,2025-04-25
3889,SDP,TBR,2,-0.5,N,44768,1.1,,2025-04-26
3890,SDP,TBR,3,-1.5,D,42221,1.08,,2025-04-27
3891,SDP,SFG,3,-1.5,N,47345,1.24,,2025-04-29
3892,SDP,SFG,2,-1.5,D,37698,1.28,,2025-04-30
3903,SDP,LAA,2,-1.5,N,41419,1.14,,2025-05-12
3904,SDP,LAA,2,-0.5,N,43957,1.14,,2025-05-13
3905,SDP,LAA,2,-0.5,N,43766,1.18,,2025-05-14
3906,SDP,SEA,2,-1.0,N,41336,1.19,,2025-05-16
3907,SDP,SEA,2,-1.0,N,42240,1.15,,2025-05-17
3908,SDP,SEA,2,-1.0,D,43320,1.17,,2025-05-18
3915,SDP,MIA,2,-2.0,N,40872,1.17,,2025-05-26
3916,SDP,MIA,2,-2.0,N,40363,1.17,,2025-05-27
3917,SDP,MIA,2,-2.0,D,33885,1.21,,2025-05-28
3918,SDP,PIT,2,-2.0,N,42579,1.16,,2025-05-30
3919,SDP,PIT,2,-3.0,N,42471,1.19,,2025-05-31
3921,SDP,PIT,2,-2.0,D,42069,1.18,,2025-06-01
3929,SDP,LAD,3,-2.0,N,45678,1.44,,2025-06-09
3930,SDP,LAD,3,-1.0,N,45084,1.41,,2025-06-10
3931,SDP,LAD,3,-2.0,D,45481,1.45,,2025-06-11
3939,SDP,KCR,3,-6.0,N,43574,1.1,,2025-06-20
3940,SDP,KCR,3,-5.0,D,43241,1.05,,2025-06-21
3941,SDP,KCR,3,-5.0,D,43567,1.11,,2025-06-22
3942,SDP,WSN,3,-5.5,N,44074,1.12,,2025-06-23
3943,SDP,WSN,3,-5.5,N,41229,1.1,,2025-06-24
3944,SDP,WSN,2,-5.5,D,40532,1.14,,2025-06-25
3952,SDP,TEX,2,-8.0,D,45114,1.02,,2025-07-04
3953,SDP,TEX,2,-8.0,N,43297,1.06,,2025-07-05
3954,SDP,TEX,2,-7.0,N,40711,1.03,,2025-07-06
3955,SDP,ARI,3,-7.0,N,40045,1.11,,2025-07-07
3956,SDP,ARI,3,-6.0,N,38670,1.17,,2025-07-08
3957,SDP,ARI,3,-6.0,N,43066,1.21,,2025-07-09
3958,SDP,ARI,3,-5.5,N,39079,1.19,,2025-07-10
3959,SDP,PHI,3,-4.5,N,43856,1.26,,2025-07-11
3960,SDP,PHI,2,-4.5,D,43444,1.4,,2025-07-12
3961,SDP,PHI,2,-5.5,D,43398,1.42,,2025-07-13
3972,SDP,NYM,2,-4.0,N,43596,1.42,,2025-07-28
3973,SDP,NYM,2,-4.0,N,45088,1.54,,2025-07-29
3974,SDP,NYM,2,-3.0,D,42627,1.54,,2025-07-30
3976,SDP,STL,2,-3.0,N,44933,1.5,,2025-08-01
3977,SDP,STL,2,-3.0,N,44533,1.49,,2025-08-02
3978,SDP,STL,2,-3.0,D,44709,1.46,,2025-08-03
3982,SDP,BOS,2,-3.0,N,44061,1.41,,2025-08-08
3983,SDP,BOS,2,-3.0,N,42389,1.42,,2025-08-09
3984,SDP,BOS,2,-2.0,D,43323,1.33,,2025-08-10
3991,SDP,SFG,2,-2.0,N,42730,1.26,,2025-08-18
3992,SDP,SFG,2,-2.0,N,40624,1.31,,2025-08-19
3993,SDP,SFG,2,-1.0,N,42589,1.28,,2025-08-20
3994,SDP,SFG,2,-1.0,D,39156,1.26,,2025-08-21
3995,SDP,LAD,1,0.0,N,44864,1.71,,2025-08-22
3996,SDP,LAD,1,1.0,N,46326,1.85,,2025-08-23
3997,SDP,LAD,1,0.0,D,43827,1.82,,2025-08-24
4005,SDP,BAL,2,-2.5,D,45586,1.12,,2025-09-01
4006,SDP,BAL,2,-2.5,N,42536,1.01,,2025-09-02
4007,SDP,BAL,2,-2.5,D,35019,1.03,,2025-09-03
4011,SDP,CIN,2,-1.0,N,40248,1.0,,2025-09-08
4012,SDP,CIN,2,-2.0,N,41364,0.88,,2025-09-09
4013,SDP,CIN,2,-3.0,N,40045,0.75,,2025-09-10
4014,SDP,COL,2,-2.5,N,38844,0.64,,2025-09-11
4015,SDP,COL,2,-2.5,N,40014,0.54,,2025-09-12
4016,SDP,COL,2,-2.5,N,41854,0.47,,2025-09-13
4017,SDP,COL,2,-2.5,D,40693,0.37,,2025-09-14
4024,SDP,MIL,2,-2.5,N,42371,0.26,,2025-09-22
4025,SDP,MIL,2,-1.5,N,44089,0.32,,2025-09-23
4026,SDP,MIL,2,-2.5,D,41462,0.54,,2025-09-24
4027,SDP,ARI,2,-3.0,N,44547,0.31,,2025-09-26
4028,SDP,ARI,2,-3.0,N,44457,0.24,,2025-09-27
4029,SDP,ARI,2,-3.0,D,45072,0.02,,2025-09-28
4037,SFG,SEA,3,-1.0,D,40865,0.98,,2025-04-04
4038,SFG,SEA,2,-1.0,N,40886,1.04,,2025-04-05
4039,SFG,SEA,1,0.0,D,41060,1.09,,2025-04-06
4040,SFG,CIN,2,-0.5,N,30138,1.11,,2025-04-07
4041,SFG,CIN,2,-0.5,N,30261,1.09,,2025-04-08
4042,SFG,CIN,2,-0.5,D,35186,1.09,,2025-04-09
4053,SFG,MIL,3,-1.0,N,31758,1.1,,2025-04-21
4054,SFG,MIL,3,-2.0,N,28573,1.17,,2025-04-22
4055,SFG,MIL,2,-1.0,N,29049,1.1,,2025-04-23
4056,SFG,MIL,2,-0.5,D,28592,1.18,,2025-04-24
4057,SFG,TEX,2,-0.5,N,40080,1.1,,2025-04-25
4058,SFG,TEX,1,0.5,D,40153,1.11,,2025-04-26
4059,SFG,TEX,1,0.5,D,40118,1.14,,2025-04-27
4063,SFG,COL,3,-2.5,N,27198,1.1,,2025-05-01
4064,SFG,COL,3,-2.5,N,35036,1.09,,2025-05-02
4065,SFG,COL,3,-2.5,D,40049,1.1,,2025-05-03
4066,SFG,COL,3,-1.5,D,41087,1.09,,2025-05-04
4073,SFG,ARI,3,-3.5,N,27387,1.21,,2025-05-12
4074,SFG,ARI,3,-2.5,N,30960,1.19,,2025-05-13
4075,SFG,ARI,3,-3.5,D,30078,1.21,,2025-05-14
4076,SFG,ATH,3,-3.0,N,41112,1.04,,2025-05-16
4077,SFG,ATH,3,-2.0,N,40448,1.1,,2025-05-17
4078,SFG,ATH,2,-1.0,D,40051,1.12,,2025-05-18
4079,SFG,KCR,3,-1.0,N,28432,1.19,,2025-05-19
4080,SFG,KCR,2,-1.0,N,32118,1.14,,2025-05-20
4081,SFG,KCR,2,-2.0,D,29064,1.18,,2025-05-21
4092,SFG,SDP,3,-3.0,N,35680,1.3,,2025-06-02
4093,SFG,SDP,3,-4.0,N,35522,1.31,,2025-06-03
4094,SFG,SDP,3,-3.0,N,34821,1.21,,2025-06-04
4095,SFG,SDP,3,-3.0,D,37436,1.28,,2025-06-05
4096,SFG,ATL,3,-2.0,N,39153,1.19,,2025-06-06
4097,SFG,ATL,2,-1.0,D,35162,1.23,,2025-06-07
4098,SFG,ATL,2,-1.0,D,41026,1.26,,2025-06-08
4105,SFG,CLE,2,-3.5,N,36222,1.24,,2025-06-17
4106,SFG,CLE,2,-4.5,N,34055,1.23,,2025-06-18
4107,SFG,CLE,2,-3.5,D,40093,1.18,,2025-06-19
4108,SFG,BOS,2,-4.5,N,40169,1.23,,2025-06-20
4109,SFG,BOS,2,-3.5,D,39027,1.22,,2025-06-21
4110,SFG,BOS,2,-3.5,D,40350,1.23,,2025-06-22
4111,SFG,MIA,2,-4.5,N,28643,1.27,,2025-06-24
4112,SFG,MIA,2,-5.5,N,31712,1.2,,2025-06-25
4113,SFG,MIA,3,-6.5,D,33804,1.22,,2025-06-26
4125,SFG,PHI,2,-6.0,N,40043,1.21,,2025-07-07
4126,SFG,PHI,2,-5.0,N,40212,1.33,,2025-07-08
4127,SFG,PHI,2,-5.0,D,37334,1.37,,2025-07-09
4128,SFG,LAD,2,-4.0,N,40785,1.49,,2025-07-11
4129,SFG,LAD,3,-5.0,D,41029,1.6,,2025-07-12
4130,SFG,LAD,3,-6.0,D,41048,1.46,,2025-07-13
4137,SFG,NYM,3,-7.0,N,41163,1.22,,2025-07-25
4138,SFG,NYM,3,-7.0,N,39029,1.09,,2025-07-26
4139,SFG,NYM,3,-7.0,D,40124,0.93,,2025-07-27
4140,SFG,PIT,3,-8.0,N,35572,0.76,,2025-07-28
4141,SFG,PIT,3,-9.0,N,38142,0.7,,2025-07-29
4142,SFG,PIT,3,-9.0,D,38144,0.58,,2025-07-30
4150,SFG,WSN,3,-8.0,N,38679,0.68,,2025-08-08
4151,SFG,WSN,3,-9.0,D,38742,0.79,,2025-08-09
4152,SFG,WSN,3,-9.0,D,40089,0.66,,2025-08-10
4153,SFG,SDP,3,-9.0,N,31018,0.62,,2025-08-11
4154,SFG,SDP,3,-9.0,N,35186,0.5,,2025-08-12
4155,SFG,SDP,3,-10.0,D,35080,0.38,,2025-08-13
4156,SFG,TBR,4,-10.0,N,34172,0.29,,2025-08-15
4157,SFG,TBR,4,-11.0,N,35070,0.28,,2025-08-16
4158,SFG,TBR,3,-11.0,D,38876,0.2,,2025-08-17
4166,SFG,CHC,3,-11.5,N,35060,0.1,,2025-08-26
4167,SFG,CHC,3,-11.5,N,30457,0.12,,2025-08-27
4168,SFG,CHC,3,-11.0,D,32187,0.16,,2025-08-28
4169,SFG,BAL,3,-10.0,N,40043,0.22,,2025-08-29
4170,SFG,BAL,4,-10.0,D,37711,0.23,,2025-08-30
4171,SFG,BAL,3,-10.0,D,39220,0.19,,2025-08-31
4179,SFG,ARI,3,-7.0,N,26699,0.52,,2025-09-08
4180,SFG,ARI,3,-7.0,N,30883,0.72,,2025-09-09
4181,SFG,ARI,3,-8.0,D,33810,0.91,,2025-09-10
4182,SFG,LAD,3,-7.0,N,40509,0.93,,2025-09-12
4183,SFG,LAD,3,-8.0,N,40474,1.19,,2025-09-13
4184,SFG,LAD,3,-9.0,D,40112,1.14,,2025-09-14
4192,SFG,STL,4,-11.5,N,31301,0.05,,2025-09-22
4193,SFG,STL,4,-11.5,N,37012,0.01,,2025-09-23
4194,SFG,STL,4,-11.5,N,32409,0.0,,2025-09-24
4195,SFG,COL,4,-12.0,N,40048,0.0,,2025-09-26
4196,SFG,COL,3,-12.0,D,38201,0.0,,2025-09-27
4197,SFG,COL,3,-12.0,D,37536,0.0,,2025-09-28
4198,SEA,ATH,1,0.0,N,42871,1.01,,2025-03-27
4199,SEA,ATH,1,0.0,N,25061,0.99,,2025-03-28
4200,SEA,ATH,5,-1.0,N,35264,1.0,,2025-03-29
4201,SEA,ATH,4,-1.0,D,27696,0.93,,2025-03-30
4202,SEA,DET,4,-1.5,N,15306,0.93,,2025-03-31
4204,SEA,DET,4,-2.5,N,17333,0.9,,2025-04-01
4205,SEA,DET,3,-2.0,D,15560,0.85,,2025-04-02
4209,SEA,HOU,4,-4.0,N,19383,0.8,,2025-04-07
4210,SEA,HOU,5,-4.0,N,22409,0.83,,2025-04-08
4211,SEA,HOU,4,-4.0,D,20556,0.8,,2025-04-09
4212,SEA,TEX,4,-3.0,N,28366,0.87,,2025-04-11
4213,SEA,TEX,3,-2.5,N,29943,0.92,,2025-04-12
4214,SEA,TEX,3,-1.5,D,25100,0.97,,2025-04-13
4224,SEA,MIA,2,-1.0,N,29753,1.02,,2025-04-25
4225,SEA,MIA,1,0.0,N,35362,1.03,,2025-04-26
4226,SEA,MIA,1,1.0,D,30361,1.08,,2025-04-27
4227,SEA,LAA,1,1.0,N,18247,1.23,,2025-04-29
4228,SEA,LAA,1,2.0,D,16229,1.25,,2025-04-30
4236,SEA,TOR,1,3.0,N,31564,1.3,,2025-05-09
4237,SEA,TOR,1,2.0,N,31182,1.29,,2025-05-10
4238,SEA,TOR,1,2.0,D,36823,1.27,,2025-05-11
4239,SEA,NYY,1,1.5,N,27895,1.31,,2025-05-12
4240,SEA,NYY,1,1.5,N,30840,1.26,,2025-05-13
4241,SEA,NYY,1,1.0,D,30520,1.26,,2025-05-14
4252,SEA,WSN,1,1.5,N,19861,1.23,,2025-05-27
4253,SEA,WSN,1,0.5,N,19475,1.23,,2025-05-28
4254,SEA,WSN,1,0.5,N,19599,1.2,,2025-05-29
4255,SEA,MIN,2,-0.5,N,39614,1.23,,2025-05-30
4256,SEA,MIN,1,0.5,D,37457,1.25,,2025-05-31
4258,SEA,MIN,1,0.5,D,39003,1.23,,2025-06-01
4259,SEA,BAL,2,-0.5,N,21089,1.17,,2025-06-03
4260,SEA,BAL,2,-0.5,N,19231,1.17,,2025-06-04
4261,SEA,BAL,2,-1.5,D,27887,1.16,,2025-06-05
4268,SEA,CLE,2,-4.5,N,34378,0.92,,2025-06-13
4269,SEA,CLE,2,-4.5,N,32211,0.98,,2025-06-14
4270,SEA,CLE,2,-4.5,D,40871,1.05,,2025-06-15
4271,SEA,BOS,2,-4.5,N,24490,1.12,,2025-06-16
4272,SEA,BOS,2,-4.5,N,26974,1.04,,2025-06-17
4273,SEA,BOS,2,-5.5,D,32200,1.09,,2025-06-18
4284,SEA,KCR,2,-6.0,N,27309,1.13,,2025-06-30
4286,SEA,KCR,2,-7.0,N,22351,1.18,,2025-07-01
4287,SEA,KCR,2,-7.0,N,24752,1.14,,2025-07-02
4288,SEA,KCR,2,-7.0,N,38030,1.15,,2025-07-03
4289,SEA,PIT,2,-7.0,D,33061,1.12,,2025-07-04
4290,SEA,PIT,2,-7.0,N,32295,1.13,,2025-07-05
4291,SEA,PIT,2,-7.0,D,35174,1.11,,2025-07-06
4298,SEA,HOU,2,-4.0,N,41834,1.48,,2025-07-18
4299,SEA,HOU,2,-3.0,N,31700,1.63,,2025-07-19
4300,SEA,HOU,2,-4.0,D,33189,1.67,,2025-07-20
4301,SEA,MIL,2,-5.0,N,30085,1.29,,2025-07-21
4302,SEA,MIL,2,-5.0,N,32189,1.27,,2025-07-22
4303,SEA,MIL,2,-6.0,D,41449,1.29,,2025-07-23
4311,SEA,TEX,2,-4.5,N,28293,1.52,,2025-07-31
4313,SEA,TEX,2,-3.5,N,40984,1.51,,2025-08-01
4314,SEA,TEX,2,-3.5,D,37226,1.67,,2025-08-02
4315,SEA,TEX,2,-2.5,D,29510,1.62,,2025-08-03
4316,SEA,CHW,2,-3.0,N,30686,1.45,,2025-08-05
4317,SEA,CHW,2,-2.0,N,32756,1.53,,2025-08-06
4318,SEA,CHW,2,-1.5,D,37930,1.57,,2025-08-07
4319,SEA,TBR,2,-1.5,N,39780,1.69,,2025-08-08
4320,SEA,TBR,2,-0.5,N,45249,1.65,,2025-08-09
4321,SEA,TBR,2,-0.5,D,37434,1.73,,2025-08-10
4331,SEA,ATH,2,-2.0,N,36958,1.45,,2025-08-22
4332,SEA,ATH,2,-3.0,N,36524,1.35,,2025-08-23
4333,SEA,ATH,2,-2.0,D,37550,1.25,,2025-08-24
4334,SEA,SDP,2,-1.5,N,27785,1.34,,2025-08-25
4335,SEA,SDP,2,-1.5,N,35910,1.33,,2025-08-26
4336,SEA,SDP,2,-1.5,D,37600,1.41,,2025-08-27
4347,SEA,STL,2,-2.0,N,22899,1.69,,2025-09-08
4348,SEA,STL,2,-1.0,N,23044,1.72,,2025-09-09
4349,SEA,STL,2,-1.0,N,25495,1.7,,2025-09-10
4350,SEA,LAA,1,0.0,N,19129,1.67,,2025-09-11
4351,SEA,LAA,1,0.0,N,36143,1.61,,2025-09-12
4352,SEA,LAA,1,0.0,N,38962,1.84,,2025-09-13
4353,SEA,LAA,1,1.0,D,42513,2.11,,2025-09-14
4360,SEA,COL,1,4.0,N,35925,1.01,,2025-09-23
4361,SEA,COL,1,5.0,N,42883,0.4,,2025-09-24
4362,SEA,COL,1,5.0,N,40686,0.2,,2025-09-25
4363,SEA,LAD,1,5.0,N,45458,0.12,,2025-09-26
4364,SEA,LAD,1,4.0,N,45701,0.1,,2025-09-27
4365,SEA,LAD,1,3.0,D,45658,0.03,,2025-09-28
4366,STL,MIN,1,1.0,D,47395,0.88,,2025-03-27
4367,STL,MIN,1,1.0,D,30712,0.91,,2025-03-29
4368,STL,MIN,1,2.0,D,26923,0.94,,2025-03-30
4369,STL,LAA,1,1.0,N,21206,1.02,,2025-03-31
4371,STL,LAA,1,0.5,N,21306,1.03,,2025-04-01
4372,STL,LAA,1,0.5,D,20309,0.95,,2025-04-02
4379,STL,PHI,3,-1.5,N,32309,0.86,,2025-04-11
4380,STL,PHI,4,-2.5,D,30791,0.89,,2025-04-12
4381,STL,PHI,4,-2.5,D,32509,0.87,,2025-04-13
4382,STL,HOU,2,-1.5,N,21977,0.82,,2025-04-14
4383,STL,HOU,4,-2.5,N,22285,0.83,,2025-04-15
4384,STL,HOU,3,-1.5,D,30360,0.83,,2025-04-16
4392,STL,MIL,4,-5.5,N,24437,0.72,,2025-04-25
4393,STL,MIL,4,-4.5,D,35316,0.74,,2025-04-26
4394,STL,MIL,4,-4.5,D,32403,0.82,,2025-04-27
4400,STL,NYM,4,-6.0,N,27966,0.72,,2025-05-02
4401,STL,NYM,4,-5.0,D,37735,0.66,,2025-05-04
4402,STL,NYM,4,-5.0,N,30313,0.72,,2025-05-04
4403,STL,PIT,4,-5.0,N,22369,0.74,,2025-05-05
4404,STL,PIT,3,-4.0,N,25307,0.78,,2025-05-06
4405,STL,PIT,2,-3.0,D,27453,0.85,,2025-05-07
4415,STL,DET,2,-1.0,N,24817,1.14,,2025-05-19
4416,STL,DET,2,-2.0,N,31766,1.17,,2025-05-20
4417,STL,DET,2,-3.0,D,28990,1.14,,2025-05-21
4418,STL,ARI,2,-3.0,N,34214,1.15,,2025-05-23
4419,STL,ARI,2,-2.0,D,37380,1.16,,2025-05-24
4420,STL,ARI,2,-2.0,D,36437,1.19,,2025-05-25
4428,STL,KCR,2,-5.0,N,26656,1.14,,2025-06-03
4429,STL,KCR,2,-5.0,D,21657,1.13,,2025-06-05
4430,STL,KCR,2,-5.0,N,31038,1.18,,2025-06-05
4431,STL,LAD,2,-4.0,N,40071,1.22,,2025-06-06
4432,STL,LAD,2,-4.0,D,37465,1.26,,2025-06-07
4433,STL,LAD,2,-4.0,D,42255,1.33,,2025-06-08
4434,STL,TOR,2,-4.0,N,30851,1.12,,2025-06-09
4435,STL,TOR,2,-5.0,N,29278,1.08,,2025-06-10
4436,STL,TOR,2,-5.0,D,28530,1.07,,2025-06-11
4444,STL,CIN,2,-4.5,N,35334,1.2,,2025-06-20
4445,STL,CIN,2,-4.5,D,27283,1.25,,2025-06-21
4446,STL,CIN,3,-4.5,D,27477,1.28,,2025-06-22
4447,STL,CHC,2,-3.5,N,27058,1.27,,2025-06-23
4448,STL,CHC,2,-2.5,N,29545,1.42,,2025-06-24
4449,STL,CHC,3,-3.5,N,30399,1.42,,2025-06-25
4450,STL,CHC,3,-4.5,D,32793,1.4,,2025-06-26
4461,STL,WSN,3,-5.5,N,20658,1.07,,2025-07-08
4462,STL,WSN,3,-5.5,N,20956,1.11,,2025-07-09
4463,STL,WSN,3,-5.5,N,21141,1.05,,2025-07-10
4464,STL,ATL,3,-5.5,N,29625,1.12,,2025-07-11
4465,STL,ATL,3,-6.5,D,31807,1.04,,2025-07-12
4466,STL,ATL,3,-6.5,D,26959,0.94,,2025-07-13
4473,STL,SDP,4,-9.0,N,30601,0.81,,2025-07-24
4474,STL,SDP,4,-8.0,N,29297,0.84,,2025-07-25
4475,STL,SDP,4,-8.0,N,25699,0.96,,2025-07-26
4476,STL,SDP,4,-9.0,D,26080,0.86,,2025-07-27
4477,STL,MIA,4,-9.0,N,20510,0.64,,2025-07-28
4478,STL,MIA,4,-10.0,N,20523,0.77,,2025-07-29
4479,STL,MIA,4,-10.0,N,20813,0.66,,2025-07-30
4487,STL,CHC,4,-13.0,N,33453,0.59,,2025-08-08
4488,STL,CHC,4,-14.0,N,40048,0.67,,2025-08-09
4489,STL,CHC,4,-14.0,N,30540,0.54,,2025-08-10
4490,STL,COL,4,-14.0,N,20836,0.55,,2025-08-11
4491,STL,COL,4,-15.0,N,20807,0.66,,2025-08-12
4492,STL,COL,4,-16.0,D,20513,0.56,,2025-08-13
4493,STL,NYY,4,-17.0,N,31169,0.52,,2025-08-15
4494,STL,NYY,4,-18.0,N,33800,0.47,,2025-08-16
4495,STL,NYY,4,-18.0,D,25365,0.37,,2025-08-17
4502,STL,PIT,4,-17.0,N,17675,0.21,,2025-08-25
4503,STL,PIT,4,-18.0,N,18602,0.22,,2025-08-26
4504,STL,PIT,4,-18.0,N,19836,0.14,,2025-08-27
4505,STL,PIT,4,-17.0,D,18894,0.11,,2025-08-28
4510,STL,ATH,4,-17.0,D,22670,0.21,,2025-09-01
4511,STL,ATH,4,-16.5,N,17002,0.12,,2025-09-02
4512,STL,ATH,4,-16.5,N,17516,0.14,,2025-09-03
4513,STL,SFG,4,-17.0,N,25837,0.24,,2025-09-05
4514,STL,SFG,4,-17.0,N,26085,0.15,,2025-09-06
4515,STL,SFG,4,-17.0,D,29923,0.22,,2025-09-07
4522,STL,CIN,4,-18.5,N,18095,0.13,,2025-09-15
4523,STL,CIN,4,-18.5,N,21848,0.06,,2025-09-16
4524,STL,CIN,4,-19.5,D,23462,0.05,,2025-09-17
4525,STL,MIL,4,-19.0,N,29752,0.02,,2025-09-19
4526,STL,MIL,4,-20.0,N,36212,0.01,,2025-09-20
4527,STL,MIL,4,-19.0,D,32723,0.0,,2025-09-21
4534,TBR,COL,1,0.0,D,10046,0.91,,2025-03-28
4535,TBR,COL,3,-1.0,D,10046,0.94,,2025-03-29
4536,TBR,COL,2,-1.0,D,10046,0.89,,2025-03-30
4537,TBR,PIT,2,-0.5,N,10046,0.93,,2025-03-31
4539,TBR,PIT,1,0.5,N,10046,0.96,,2025-04-01
4540,TBR,PIT,2,-0.5,D,10046,0.96,,2025-04-02
4544,TBR,LAA,4,-2.0,N,10046,0.92,,2025-04-08
4545,TBR,LAA,3,-2.0,N,10046,0.89,,2025-04-09
4546,TBR,LAA,4,-2.0,D,10046,0.94,,2025-04-10
4547,TBR,ATL,3,-1.5,N,10046,0.8,,2025-04-11
4548,TBR,ATL,3,-2.0,D,10046,0.89,,2025-04-12
4549,TBR,ATL,3,-1.5,D,10046,0.84,,2025-04-13
4550,TBR,BOS,3,-1.0,N,10046,0.99,,2025-04-14
4551,TBR,BOS,3,-2.0,N,10046,1.0,,2025-04-15
4552,TBR,BOS,4,-3.0,N,10046,0.96,,2025-04-16
4553,TBR,NYY,5,-4.0,N,10046,0.88,,2025-04-17
4554,TBR,NYY,5,-5.0,N,10046,0.82,,2025-04-18
4555,TBR,NYY,5,-4.0,D,10046,0.78,,2025-04-19
